Artist,Song,Lyrics
Lana Del Ray,Buddy’s Rendezvous,"Everybody's girl
What’s the point in bein' everybody's girl?
Maybe you think that way there’s no chance gettin' hurt
Livin' for no one costs me way more than it's worth


So you're gonna be a singer
Well, I'll be, goddamn
You're as pretty as a post card
No thanks to the old man
It's the same coat I had on
The night that I went in
I can stay an hour at Canter’s
The streets cool off by then
When can I see you again?


Whatever happened to the girl I knew?
In the wasteland, come up short and end up on the news
Whatever happened to the girl I knew?
In the wasteland, come up short and end up on the news
Hey, hey, hey, hey


Everything you want
What’s the fun in gettin' everything you want?
I wouldn’t know, but look, baby, you should try
Forget that lefty shit your mom drilled in your mind
See Lana Del Rey LiveGet tickets as low as $160You might also like
Give the world a new savior
Sell his pictures to the press
Buy a place out in the country
Leave this world for someone else
My destruction is an hour late
I'm at Buddy's Rendezvous
Tellin' the losers and old timers
How good I did with you
They almost believe me, too


Whatever happened to the girl I knew?
In the wasteland, come up short and end up on the news
Hey, hey, hey, hey
Whatever happened to the girl I knew?
In the wasteland, come up short and end up on the news
Ah-ha, ah-ha
Whatever happened to the girl I knew?
In the wasteland, come up short and end up on the news
Hey, hey, hey, hey


Whatever happened?
Whatever happened?"
Lana Del Ray,Afraid,"I'm America's Sweetheart
Trying to get away
You make it hard to leave
But it's easier for me to stay
I am so afraid
And I've had it up to here
With the fighting, baby, we're
Not fooling anyone these days
I don't wanna stray
But boy, I'm so afraid


But it's not love that keeps me here
And it's not what you want to hear


So I'm going
Back to Santa Monica
New York to L.A
Never coming back, boy
No matter what you do or say
'Cause I'm so afraid
And I've had it up to here
With the panic and the fear
There's nothing in your heart
Thought that I could make you change
I'm so afraid
See Lana Del Rey LiveGet tickets as low as $160You might also like
We were just teenagers when we fell in love
Driving in your fast car
Looking at the stars above
But it was not enough
You should never come between
A woman and her dream
And a man that never knew his place
There's no easy way
To come back from where you came


So, baby, now I'm going
Back to Santa Monica
New York to L.A
Never coming back, boy
No matter what you do or say
'Cause I'm so afraid
I-I've had it up to here
With the panic and the fear
Nothing in your heart, boy
I thought that I could make you change
I'm so afraid


And it's not love, it's just the fear
That you've put down for all these years

But I'm leaving now
I'm going
Back to Santa Monica
New York to L.A
Never coming back, boy
No matter what you do or say
I am done being afraid
Oh, I've had it up to here
With the panic and the fear
There's nothing in your heart
I thought that I could make you change
I'm so afraid


Oh, it's not love that keeps me here
It's not love that keeps me here
I'm done being afraid
I'm done being afraid
Oh, oh, oh"
Lana Del Ray,Never to Heaven,"May my eyes always stay level to the horizon
may they never gaze as high as heaven, to ask why
May I never go where angels fear to tread
so as to have to ask for answers in the sky
The whys in this lifetime i've found are inconsequential
compared to the magic of the nowness - the solution to most
questions
there are no reasons

And if there are - i'm wrong
but at least i won't have spent my life waiting
looking for God in the clouds of the dawn

I'll be up early to rise though of course -
but only to make you a pot of coffee

That's what i was thinking this morning Joe
that it's times like this as the marine layer lifts
off the sea from the view of our favorite restaurant
that i pray that i may
always keep my eyes level to your eyeline
never downcast at the table cloth
You see, Joe
it's times like this that the marine layer lifts
off the sea on the dock with out candle lit
that i think to myself
there are things you still don't know about me
like sometimes i'm afraid my sadness is too big
and that one day you might have to help me handle it
See Lana Del Rey LiveGet tickets as low as $160But until then
may my eyes always stay level to the skyline
assessing Long Beach's glittering new development
never higher than the tallest building
never to heaven or revenant
'Cause i have faith in man as strange as that seems
in times like these
and it's not just because of the warmth i've found in your
brown eyes
It's because i believe in the goodness in me
that it's firm enough to plant a flag in
or a
rosebud
or to build a new life."
Lana Del Ray,"The Land of 1,000 Fires","Two blue steel trains run through the tunnels of your cool blue steel eyes
Vernon
Rock quarry
The vastness of which has nothing on your beautiful mind
Dylan
I hear Dylan when I look at you
I can see it in invisible ink like a tattoo
The ying to my yang
the toughness to my unending softness
A striking example of masculinity
firm in your verticality
sure in your confrontation against all elements
and duality
The sun to my wilting daisy
The earth to the wildflower that doesn't care where it grows


Vernon
everything's burnt here
there's no escaping it
the air is fried and on fire
I've never really fallen in love
but whatever this feeling is
I wish everyone could experience it
this place feels like a person
familiar
like someone I've stood next to before
but never while I was standing next to you
Thank you
for being here
for bearing witness to my vastness
See Lana Del Rey LiveGet tickets as low as $160
Through the year I've called you in and out of my orbit
You, in your madness
the satellite that constellates my world
mimicking the inner chaos that I've disowned
a mirror to my past life retributions
and a reflection of my sadness
If I'm going to keep on living the way that I'm living
I can't do it without you
My feet aren't on the ground
I need your body to stand on
your name to define me
on top of being a woman
I am scared
and
ethereal
And


There are seven worlds in my eyes


I'm accessing of all them once


One to draw my words from and my muses
Another one I try and harness late at night that lies somewhere
off of the right of Jupiter
And then of course there's this one I live in
The land of a thousand fires
That's where you come in

You
Vernon
Dylan
Two blue steel trains running through the tunnels of your cool blue steel eyes


To guide me far from the world of my early days
That I can't quite make out clearly
That beckon me towards high sea cliffs
On long car rides


Towards a future place
A world unknown to me
Made up of something surreal and dripping
Flowers in solar systems oversized


You Vernon Dylan


No words needed to sponge up the dark nights
No explanations for the globes in my eyes
Shoulder to shoulder in the factory light
Letting me be who I would have been if everything had turned out alright

Three alternative endings
Now course through my blood on ice
But I thrive because I say I do
And because it's what I write


But honestly, if you weren't here with me
I don't know what things would look like


That's my why no matter what world I'm in
I'm accessible by only one satellite
Vernon
Dylan
And you in your madness


With two blue steel trains running through your cool blue steel eyes"
Lana Del Ray,Wayamaya,"29 ContributorsWayamaya Lyrics
He was a big wave surfer
Livin' down by Waimea Bay
We had a few friends
Never thought it would end


I remember an all white day with 8-story waves
He said ""Your eyes are gray"" (Beautiful)
We were livin' on Côte d'Alene
On Carol Lane, sun Manta Ray


Drivin' in our Mercury down to Waimea
Drivin' in our Mercury
Drivin' in our Mercury down to Waimea
Drivin' in our Mercury


I remember we came in May
And we changed our names to Lana and Ray
We be up 'til the sun rose, ay
I'm in gold Lamé, your pink floral, hey


Drivin' in our Mercury down to Waimea
Drivin' in our Mercury
Drivin' in our Mercury down to Waimea
Drivin' in our Mercury
See Lana Del Rey LiveGet tickets as low as $160You might also like
Waikiki-ko, Waikiki-ko
Waikiki, Waikiki, Waikiki-ko
Waikiki-ko, Waikiki-ko
Waikiki, Waikiki, Waikiki-ko"
Lana Del Ray,JFK,"37 ContributorsJFK Lyrics
You smell like a million roses
Bathed in rock 'n' roll
Ours was the greatest
Love story ever told
Throat like an angel with a voice that was made of gold
That's my baby


He was the king of the town
With a crown that would never fall
A heart that would beat
Like a bass for his baby doll
One in a million, inimitable soul
That's my baby


Young or old, summer or cold
Young or old, summer or cold


You've got a way
Like JFK when you do it
The way that you move it
Spins me around like a record, baby
And you've got a soul like no one I know
You're so new at it
The way you see through that shit
Breaks my heart, and it drives me crazy
See Lana Del Rey LiveGet tickets as low as $160You might also like
He was the king of the town
With a crown that would never fall
A heart like a bass that would beat for his baby doll
Mind like a diamond
An un-imitable song
That's my baby


Young or old, summer or cold
Young or old, summer or cold


You've got a way
Like JFK when you do it
The way that you move it
Spins me around like a record, baby
And you've got a soul like no one I know
You're so new at it
The way you see through that shit
Breaks my heart, and it drives me crazy
It drives me crazy


You've got it
And I want it
Late summer nights in July, flaunt it
You know that you can always come home
To the one who gave you your name
'Cause I see a light in your eyes
It's so bright, and
The skies, they open wide for you
So come to me, my baby

You've got a way
Like JFK when you do it
The way that you move it
Spins me around like a record, baby
And you've got a soul like no one I know
You're so new at it
The way you see through that shit
Breaks my heart, and it drives me crazy


It drives me crazy
It drives me crazy
Crazy, oh, oh-oh"
Lana Del Ray,Tired of Singing the Blues,"27 ContributorsTired of Singing the Blues Lyrics
You know, sometimes I think God is playing a little game with me
Looking down from Heaven, laughing
And trying to see how much I can take
Because the way things go, it's like a joke
Nobody's had more shots at the moon and missed than me


It's like I got my life stuck, stuck on rewind
Trying to make something of myself
Life's got something else in mind
I'm fighting a losing game and I'm biding my time
You won't be my man, do I understand? No, stop
I don't want to hear another word about your why nots
I bought your bullshit all before
Now you trying to sell me more, babe


Man who makes a beast out of himself got nothing to lose
Sold my soul long ago, nothing left to choose
I'm tired, tired of singing the blues
I'm tired


I'm walking down the streets
You wouldn't know what I was thinking
It's just another white girl day, hey
Ribbons in my hair and I am sinking down
A double life, a sordid past and I am drinking now
I want to be bad, you say you were glad to see me, shut up
I don't want to know another thing you think you know about me
I'm not who you think I am, smiling but I ain't happy
See Lana Del Rey LiveGet tickets as low as $160You might also like
Man who makes a beast out of himself got nothing to lose
Sold my soul long ago, nothing left to choose
I'm tired, tired of singing the blues
I'm tired


Oh, I'm so far gone
I can't turn off my mind, it's like a ticking time bomb
Trying to kill me from inside
Haunting day and night
Is there no remedy for memory?


I've felt this way before
I've known the depths of utter desperation
My boyfriend says I'm like an old movie star
With loneliness as my occupation
I know that he's right but I don't care tonight
I want to be bad, I want to be bad, I can't stop
I keep running around the same town
Knocking you down, I'm fucked
How can I get out when there's nowhere to go for miles around?


A man who makes a beast out of himself got nothing to lose
Sold my soul long ago, nothing left to choose
I'm tired, tired of singing the blues
I'm tired"
Lana Del Ray,"For K, Pt. 2","Alright, you caught me I don't play a good guitar but
What do you want from me? It's just a stupid bar
I didn't promise anythin', no, mmm-mmm
You think I'm pretty and you like the way I talk
I like your music and you like the way I walk, so
I think we're gonna get along, mmm-hmm
I like the way you wear your sweater off your shoulder
The way your hair come down, it make you look older
How you get so handsome, my boy?
Oh, mmm


Pretty baby
Pretty baby
How?


The way your face is shaped, I wonder if you know
The way you stand up and your silhouette glows
I'm electrified, I'll be up all night now
Mmm, yeah-yeah, yeah
Use that voice, sing that song
And tell me to come on, to come on, come on
You won't hear no, you won't hear no
Mmm-mmm
See Lana Del Rey LiveGet tickets as low as $160You might also like
Pretty baby
Pretty baby
How?
Pretty baby"
Lana Del Ray,Caught You Boy,"28 ContributorsCaught You Boy Lyrics
Everything you do, everything I like
On the radio, dancin' in the night
Flowers in my hair, roses on the vine
You can be my guy, and I'm your baby, right?


My, my, apple of my eye
Looking really hot while I make ya cherry pie
Show me what you got, got a sparkle in your eye
You're so high


I'm yours and I'm free and I'm fun
I'm wild as can be, and I want
I want you boy, I want you boy
I'm cool and I'm calm
A dangerous army of one and I caught
Caught you boy, I caught you boy


Every way I move, every way you like
Pulling on my dress, holdin' me too tight
I know we'll probably lose, only got tonight
But I love the way we kiss, love the way we fight
See Lana Del Rey LiveGet tickets as low as $160You might also like
My, my, lookin' really fly
Like the way the bling on your pinkie ring shine
You spin me really fast and you catch me in the sky
I'm so high


I'm yours and I'm free and I'm fun
I'm wild as can be, and I want
I want you boy, I want you boy
I'm cool and I'm calm
A dangerous army of one and I caught
Caught you boy, I caught you boy


I wish I may, I wish I might
Have my one true love tonight
Will you be mine?
Oh hi, lookin' kinda shy
Cause the way you put your hands on me
Well I, I can barely breathe
Baby boy you make me sigh-igh-igh-igh


I'm yours and I'm free and I'm fun
I'm wild as can be, and I want
I want you boy, I want you boy
I'm cool and I'm calm
A dangerous army of one and I caught
Caught you boy, I caught you boy

Thunder in the air, trouble on my mind
Hold me in the dark, kiss it all behind
Baby don't be scared, come on honey, smile
Everything is fine now, everything is fine


My, my, talkin' all night
Laughin' really hard and it makes me wanna cry
I love our playing house, love our dressin'-up nights
Drinks on ice


I'm yours and I'm free and I'm fun
I'm wild as can be, and I want
I want you, I want you
I'm cool and I'm calm
A dangerous army of one and I caught
I caught you, I caught you


I caught you boy, I caught you boy
I caught you, I caught you
I caught you boy, I caught you boy
I caught you, I caught you"
Lana Del Ray,1949,"28 Contributors1949 Lyrics
Carry me up them stairs
With my white socks on
And my pretty song
You like my blue nail polish?
""What is all this?"" You said
Of the mess upstairs
Don't be scared


Daddy dearest, you know
How I like to take trips
Pops, first stops at the K-mart, buy me my peach lip gloss
Cigarettes and lollipops
For our trip across the USA


We're gonna party like it's 1949
We're in the Pontiac from July to July
Gonna see it all before he says goodbye
Gonna party like it's 1949


Carry me up them stairs
With my white socks on
And my blonde hair long
You like my pin-up bodice and the solace
That comes with the midnight air
And my icy stare
See Lana Del Rey LiveGet tickets as low as $160You might also like
It's the clearest when it's me and him alone
He stops, he talks about all ways he used to let up
Dinerettes and soda pops for our trip across the USA


We're gonna party like it's 1949
We're in the Pontiac from July to July
Gonna see it all before he says goodbye
Gonna party like it's 1949


Daddy likes Blackpool Pleasure Beach and road stops
Me, I like the Swiss Alps souvenir gift shops
Late night, midnight radio show talks
Him and me, a big jailbreak

Ponytail and lollipops, dinerettes and soda pops
New blue bathing suit, ruched tops and Cadillacs
Blue lake, Carter Docks, hopscotch, hot talk
Alabama hard knocks, motel brass locks"
Lana Del Ray,Interlude - The Trio,49 ContributorsTranslationsPortuguêsItalianoΕλληνικάРусскийDeutschThis song is an instrumental
Lana Del Ray,Past the Bushes Cypress Thriving,"I saw you in the mirror
You were wearing your hair differently
Carrying the air differently
You said you wear your hair long parted in the middle
Long in solidarity just like all his women


In Long Beach


Aimless


Your fingers wiping oil on the paper with precision
With decision like an artist never seen yet with a vision


With a reason
Stared with venom at the ceiling
Not the grass
But straight ahead
Just at the skyline
With precision
Laser vision
See Lana Del Rey LiveGet tickets as low as $160
Time was stopping
Moving through you
You dictated
by what moved you


Only moving, never thinking


Match to the sun that’s slowly sinking
At the height of the afternoon
In the heat of the summer evening
Like a phoenix, like a chem trail, like a wavelength no one’s claiming


Georgia o Keefe
Georgia peaches
Doing nothing but your painting
For forever
Forget teachers
Forgive him for ever leaving


Love is rising
No resisting
Cheeks are flushing
Now you’re living

Say goodbye now
No resisting
Live your life like
No one's listening


Be the art the life is breathing
Be the soul the world is living


For you only
Not for giving
Just for taking
No one's listening


At the end of Rose and Rich
Down the street that’s green and winding
Past the bushes cypress thriving
Past the chain link fence and driving
Further down the road less travelled
There you are athleisure wear unraveled
Now I see you clear


Standing stoic blue and denim
Eyes not blue but clear like heaven

You don’t want to be forgotten


You just want to disappear"
Lana Del Ray,Hundred Dollar Bill,"41 ContributorsHundred Dollar Bill Lyrics
(Twenty of 'em wrapped up tight and sealed)
(Hundred dollar bill, hundred dollar bill, hundred dollar bill)
(Nothin' more gorgeous than a hundred dollar bill)


Jimmy pulls up in his blue Chevy Nova
I have been dyin' for him to come over
I'm in my party dress, he say ""You such a mess""
I am the New Jersey Dance Queen
He is the gangster action king
He knows that I be selling the body
My man the best 'cause he knows what's up


He knows it's a big bad world, knows that I'm a good girl
He understands the sale of self
('Cause cash comes quick when looks can kill)


Hundred dollar bill, hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
(Yeah, yeah)
Hundred dollar bill, hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
(Twenty of 'em wrapped up tight in silk)
See Lana Del Rey LiveGet tickets as low as $160You might also like
J is a romantic roller coaster
He don't do anything he supposed to
I like 'em tough and mean, Jim is the worst that I've ever seen
I am the trailer park darling, he is the one-time come-back king
He knows that I be lookin' to die
He says, baby, pay respect to the high


He knows it's a big bad world, knows that I'm a good girl
He understands the sale of self
'Cause cash comes quick when looks can kill


Hundred dollar bill, hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
(Twenty of 'em wrapped up tight in silk)
Hundred dollar bill, hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
(Twenty of 'em wrapped up tight in silk)


I like your ultraviolent swing
I like it when you treat me mean
You turn my mood from black to blue
I like your ultraviolent swing
I like it when you treat me mean
You turn my mood from black to blue
(Yeah)
(Twenty of 'em wrapped up tight in)

Hundred dollar bill, hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
(Yeah, yeah)
Hundred dollar bill, hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
(Twenty of 'em wrapped up tight in silk)
Hundred dollar bill, hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Hundred dollar bill, hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
Nothin' more gorgeous than a hundred dollar bill
(Twenty of 'em wrapped up tight in silk)"
Lana Del Ray,Hollywood,"45 ContributorsHollywood Lyrics
One day, my hoops will be made of diamonds
My knuckles made of real gold
I'll spend my days getting high with all my friends
In the glamorous and green old part of Hollywood


Sun will rise, I'm a supernova
Body electric and I dance like Morrison
When the night begins, baby comes alive again


In Hollywood
In Hollywood
In Hollywood
In Hollywood
I'm alive again
I'm alive again


One day, I'll drive in a gold Mercedes Benz
Singing opera on Bel Air Road
Hair to my ass will be flying in the wind
Shootin' heroin and speedballs


See the sea, I'm a supernova
I walk on water and I dance like Joplin
When the sun descends, I dive into the waves again
See Lana Del Rey LiveGet tickets as low as $160You might also like
In Hollywood
In Hollywood
In Hollywood
In Hollywood
I'm alive again
I'm alive again


Oh-oh, oh-oh, c-can you see me?
Whoa-oh, my heart beating fast
I can feel it chasing in the speed-lights
I was built to last
Whoa-oh, c-can you feel that?
Ah-ah, ah-ah, my heart shakin' fast
I can feel that you're the one for me
You'll be my first, and you'll be my last


In Hollywood
In Hollywood
In Hollywood
In Hollywood
I'm alive again
I'm alive again

I'm alive again
I'm alive again"
Lana Del Ray,Happy,"You thought I was rich
And I am but not how you think
I live in a Tudor house
Under the freeway in Mar Vista by the beach
When you call I take my phone to the picnic table
That I bought from the Rose Bowl
And I listen to the rushing cars above
And I think about the last time you visited me
The last time we made love
How the noise got louder and louder during rush hour
Until it sounded like the sea
And it felt like the ocean was the sky
And that I was flying because you were two feet taller than me
Until you took me in your arms
And I could touch the stars
And they all fell down around my head
And I became an angel
And you put me to bed
Happy

People think that I'm rich and I am but not how they think
I have a truck with a gold key chain in the ignition
And on the back it says: happy,  joyous, and free
Happy
And when I drive
I think about the last time my friends were driving with me
How the radio was so loud that I couldn't hear the words
So we became the music
Happy
See Lana Del Rey LiveGet tickets as low as $160They write that I'm rich and I am but not how they think
I have a safe I call the boyfriend box
And in it every saved receipt
Every movie theater ticket just to remind me
Of all the things I've loved and lost and loved again
Unconditionally
Happy

You joke that I'm rich and I am but not how you think
I live in a Tudor house under the freeway
Off of Rose Avenue, 12 blocks from the beach
And when you call I put your sweater on
And put you on speaker
And chat for hours underneath the trees
And think about the last time you were here lying next to me
How the noise from the cars got louder and louder
During rush hour
Until it sounded like a river or a stream
And it felt like we were swimming
But it wasn't just a dream
We were just

Happy"
Lana Del Ray,Big Eyes,"19 ContributorsBig Eyes Lyrics
With your big eyes
And your big lies
With your big eyes
And your big lies


I saw you creeping around the garden; what are you hiding?
I beg your pardon, don't tell me ""nothing""
I used to think that I could trust you
I was your woman
You were my knight and shining companion


To my surprise
My love's demise
Was his own greed
And lullabies


With your big eyes
And your big lies
With your big eyes
And your big lies


I noticed you got hot in summer
You had no comfort
Your shirt was cotton
Your face was sunburned
You paced around like you'd been waiting
Waiting for something
Your world was burning and I stood watching
See Lana Del Rey LiveGet tickets as low as $160You might also like
As I looked on
The flames grew high
You watched me frown
I said ""goodbye""


With your big eyes
And your big lies
With your big eyes
And your big lies


Is it me, was I wrong to have trusted you?
Did I see what I wanted, what wasn't true?
Was I wrong to go on like a little fool?
It's amazing what women in love will do


With your big eyes
And your big lies
With your big eyes
And your big lies"
Lana Del Ray,I Talk to Jesus,"34 ContributorsI Talk to Jesus Lyrics
One, two
One, two


I go back to Alabama
Take a look at my life
What the fuck happened here?
I guess what they meant when
They paid the price
I go back to Alabama
Take a look at my life
Where are the trailer parks?
And where all the Christmas lights?


I had a boyfriend
He came from this town
We used to pretend we were married and start again
He read the Bible
Showed me what Jesus said
He said I should rewrite (He only read the red)


I want Jesus to take me out this life, baby
And I talk to Jesus
And ask him if he'll think of saving me
See Lana Del Rey LiveGet tickets as low as $160You might also like
Ooh, ooh
Ooh, ooh
Ooh, ooh


I go back to Alabama
Take a look at my life
Nothing looks familiar here
No one even that I like
I go back to Alabama
Take a look at my life
I was so much happier when I was gonna be your wife


We had a deal and
I fucked it up when
I made the decision to become someone
We had the one thing that no one ever had
True love
It's true love


I ask Jesus to take me out this life baby
And I talk to Jesus
And ask him if he'll think of saving me

Ooh, ooh
Ooh, ooh
Ooh, ooh


I never meant to hurt you baby
It's so hard to be true
In this world where everything's so black and blue
I never meant to hurt you darling
It's so hard to be good
In this world where you do what you know you shouldn’t


I want Jesus to take me out this life baby
And I talk to Jesus
And ask him if he'll think of saving me


Ooh, ooh
Ooh, ooh
Ooh, ooh"
Lana Del Ray,Hit & Run,"33 ContributorsHit & Run Lyrics
Hollywood and New York, mister major
Then there's me, little queen of the stage, yeah
He's a god, one the stars call creator
Hail the king of the industry players


Take off your business suit
Sittin' in your lap for my interview


Hit it and run
Let's hit it and run
Hit it and run the world
Hit it and run
Baby, hit it and run
Hit it and run the world


Pick me up in your white Lamborghini
London town, you'll watch out while I'm singing
Glamorous on the stage, boy, believe me
Keep your girl back, no competing


Eyein' you from across the room
Watchin' me, wa-watchin' you
See Lana Del Rey LiveGet tickets as low as $160You might also like
Hit it and run
Let's hit it and run
Hit it and run the world
Hit it and run
Baby, hit it and run
Hit it and run the world


You and me on a spree taking over
L. Del Rey (yay!) wanna be your soldier
Hit it and run
Baby, hit it and run
Hit it and run the world


Oh oh
Oh oh
You know this world is mean
Nothing's for free
It's money and technology
Together we'd be deadly
You know this world is mean
Nothing's for free
It's money and technology
Together we'd be deadly, deadly, deadly

Hit it and run
Let's hit it and run
Hit it and run the world
Hit it and run
Baby, hit it and run
Hit it and run the world


You and me on a spree taking over
L. Del Rey (yay!) wanna be your soldier
Hit it and run
Baby, hit it and run
Hit it and run the world"
Lana Del Ray,What Happened When I Left You,"Perfect petals punctuate the fabrics yellow blue
silver platters with strawberries strewn across the room


In Zimmerman with sandals on one summer dress to choose


Three girls
eyes rolled
loud laughter
dust specs lit by afternoon


My life is sweet like lemonade now there's no bitter fruit
eternal sunshine of the spotless mind
no thought of you


My thoughts have changed
my voice is higher
now I'm over you


No flickering in my head movies
projected in Bellevue
See Lana Del Rey LiveGet tickets as low as $160
Because I captured the mood of my wish fulfilled
and sailed to Xanadu


The grief that came in waves that rolled I navigated through


The fire from my wish as wind to future trip to Malibu


now everything I have is perfect
nothing much to do


just perfect florals
green embroidered chairs
one dress to choose"
Lana Del Ray,Mermaid Motel,"Maybe we could go to Coney Island
Maybe I could sing the national anthem
Buy a white sweater for the last white day of the summer
Buy my purple wig for my mermaid video
Walk back to where I live in my motel on Neptune (Avenue) Avenue


You call me lavender, you call me sunshine
You say, ""Take it off, take it off""
You call me lavender, you call me sunshine
You say, ""Take it off, take it off""


(Maybe we could go to) Suede, Tokyo
Or see Van Halen at their reunion show
Heavy metal hour on TV
Diamond Dave and Ray Lee
And you salute me, Miss America
Because I am, I am


You call me lavender, you call me sunshine
You say, ""Take it off, take it off""
You call me lavender, you call me sunshine
You say, ""Take it off, take it off""
See Lana Del Rey LiveGet tickets as low as $160You might also like
Maybe we could go to Coney Island
Maybe I could sing you to sleep
God bless the universe, God bless the ocean
God bless you, and God bless me
God bless you, and God bless me


You call me lavender, you call me sunshine
You say, ""Take it off, t-take it off""
You call me lavender, you call me sunshine
You say, ""Take it off"""
Lana Del Ray,Backfire,"34 ContributorsBackfire Lyrics
Salvatore, you can def be my baby blue
Be my mafiosi rock 'n' roll high
Back to Malibu in our trailer park for two
We're like Sid and Nancy loving the fight


We got a jumper
Got a jumper
Got a jumper
Got a jumper
My man's crazy and his mind isn't right
But I like him, fact, I love him
I can't get e-enough of him
He knows only I can save him tonight


I've been waiting on your love
Baby, for too long now, too long now
I thought that I could change you like the others
But I don't know how, don't know how
It's gonna backfire
It's gonna backfire, baby
Gonna backfire, gonna backfire, baby
Told you a million times before
Yes, I'm up for it a million more
See Lana Del Rey LiveGet tickets as low as $160You might also like
I'm tired of fighting you
Seems like everything I do
Even when I win, I lose wit' you, man
And it's not somethin' you choose
You say trouble follows you
It's been like that since the day you began


We got a jumper
Got a jumper
Got a jumper
Got a jumper
I know very well you're bringing me down
I will follow, I will follow
For a little piece of heaven
I am ready, I am willing to drown


I've been waiting on your love
Baby, for too long now, too long now
I thought that I could change you like the others
But I don't know how, don't know how
It's gonna backfire
It's gonna backfire, baby
Gonna backfire, gonna backfire, baby
We've done it a million times before
Yes, I'm up for it a million more

We're always taking trips downtown
Officer Brown's always coming around
Tapping on our windows, ""Kids, come out
Ain't no way to live, let me show you how""
But we know we're not gonna change
Keep hustlin' every night and day


I've been waiting on your love
Baby, for too long now, too long now
I thought that I could change you like the others
But I don't know how, don't know how
It's gonna backfire
It's gonna backfire, baby
Gonna backfire, gonna backfire, baby
Done it a million times before
And I'll run for it a million more"
Lana Del Ray,Playground,"32 ContributorsPlayground Lyrics
They all know my name now
It's just another lonely day on the playground
Okay, let's go, 1, 2, 3, 4


No I'm not vintage, no I don't care
No I'm not Kylie, no, you can't compare me to another one
There's no one else, I'm nobody, I'm just myself
It's not Fight Club, I'm a rare snowflake
But if I hear you bringing me down, calling me so fake
I will fight you (yes), I will fight you (yes)
Because in the end, there's only truth and God is gonna smite you
Besides that, I don't like you


I just wanna party boy, I don't wanna fight
But everybody knows that that's the way it is
Only players can survive


They all know my name now
It's just another lonely day on the playground
(Only players can survive)
Rain, rain go away, now
Come again another day in the game now
(Only players can survive)
See Lana Del Rey LiveGet tickets as low as $160You might also like
No I'm not retro, no I'm not fair
And yes, I like to re-record and dance in underwear
And its not Scarface cause I'mma live forever
And if I hear from anyone you're trying to get too clever
Then I will fight you, I will win, I will rise again, soar in the wind
It's my destiny, the way my life begins
So if you're in my way, I'll knock you down like kingpin


I just wanna party boy, I don't wanna fight
But everybody knows that that's the way it is
Only players can survive


They all know my name now
It's just another lonely day on the playground
(Only players can survive)
Rain, rain go away, now
Come again another day in the game now
(Only players can survive)


Ring around the rosie, oh
I don't wanna fall down
Keep my feet on the ground
Pocket full of nursery rhymes
I'm just biding my time
Biding my lines

I'm wearing the invisible crown
You can't see it yet
Touring up and tearing the town, a soul sinner, yes
Sometimes I rap too
I'm a white girl, but the world is my oyster
I'm a little pearl, yep


They all know my name now
It's just another lonely day on the playground
(Only players can survive)
Rain, rain go away, now
Come again another day in the game now
(Only players can survive)


Ring around the rosie, oh
I don't wanna fall down
Keep my feet on the ground
Pocket full of nursery rhymes
I'm just biding my time
Biding my lines"
Lana Del Ray,Queen of the Gas Station,"Gimme coffee, king-sized cup
Come on, kittycat, fill her up
What's your name, little buttercup?
That's for me to know and you to make up


Love casinos, Indian reservations
But, baby, if you love me
Take me to the gas station
Gas station


Look at you smokin' in them neon lights
Under the thunder, yo, you look so nice
Made me wonder how you spend them nights
Me, I spend them looking for men I like
Like you, like you, like you


Love casinos, Indian reservations
But, baby, if you love me
Take me to the gas station
Take me to the gas station


Gimme coffee, Utah love
I'm the kind of girl you dream of
And I'm trying to tell you what I dream of
And that's gas stations
With Slurpee machines and organs playing
Preferably with smokin' inside
If you can swing it (Swing it, swing it, swing it)
And I'd be real pleased if we could find one just like it
Again, again
Again, again
Again, again
Again, again, again, again, again
See Lana Del Rey LiveGet tickets as low as $160You might also like
Love casinos, Indian reservations
But, baby, if you love me
Take me to the gas station
Gas station


Gas station
Gas station
Gas station
Yeah, yeah, yeah, yeah, yeah"
